"Institution ID","Institution","Game Date","Opponent ID","Opponent Name","Score For","Score Against","Location"
"817","Youngstown St.","09/01/12","545","Pittsburgh","31","17","Away"
"817","Youngstown St.","09/08/12","735","Valparaiso","59","0","Home"
"817","Youngstown St.","09/15/12","14","Albany (NY)","31","24","Home"
"817","Youngstown St.","09/22/12","504","UNI","42","35","Home"
"817","Youngstown St.","10/06/12","493","North Dakota St.","7","48","Away"
"817","Youngstown St.","10/13/12","299","Illinois St.","28","35","Away"
"817","Youngstown St.","10/20/12","659","Southern Ill.","21","38","Home"
"817","Youngstown St.","10/27/12","649","South Dakota St.","28","41","Away"
"817","Youngstown St.","11/03/12","650","South Dakota","13","10","Home"
"817","Youngstown St.","11/10/12","771","Western Ill.","31","7","Away"
"817","Youngstown St.","11/17/12","305","Indiana St.","27","6","Home"
"1004","Central Ark.","09/01/12","433","Ole Miss","27","49","Away"
"1004","Central Ark.","09/08/12","454","Murray St.","42","20","Away"
"1004","Central Ark.","09/15/12","506174","Bacone","70","3","Home"
"1004","Central Ark.","09/22/12","624","Sam Houston St.","24","20","Home"
"1004","Central Ark.","09/29/12","676","Stephen F. Austin","37","42","Away"
"1004","Central Ark.","10/06/12","483","Nicholls St.","34","14","Home"
"1004","Central Ark.","10/13/12","402","McNeese St.","27","26","Away"
"1004","Central Ark.","10/20/12","346","Lamar","24","14","Home"
"1004","Central Ark.","10/27/12","655","Southeastern La.","34","14","Away"
"1004","Central Ark.","11/03/12","508","Northwestern St.","35","14","Home"
"1004","Central Ark.","11/17/12","201","Eastern Ill.","48","30","Home"
"1004","Central Ark.","12/01/12","253","Ga. Southern","16","24","Away"
"1068","Elon","09/01/12","457","North Carolina","0","62","Away"
"1068","Elon","09/08/12","489","N.C. Central","34","14","Home"
"1068","Elon","09/15/12","1439","West Virginia St.","48","14","Home"
"1068","Elon","09/22/12","253","Ga. Southern","23","26","Away"
"1068","Elon","09/29/12","2915","Wofford","24","49","Home"
"1068","Elon","10/06/12","27","Appalachian St.","23","35","Away"
"1068","Elon","10/20/12","769","Western Caro.","42","31","Home"
"1068","Elon","10/27/12","244","Furman","17","31","Home"
"1068","Elon","11/03/12","141","Citadel","24","38","Away"
"1068","Elon","11/10/12","625","Samford","15","26","Home"
"1068","Elon","11/17/12","693","Chattanooga","17","24","Away"
"1092","Gardner-Webb","09/01/12","2915","Wofford","7","34","Home"
"1092","Gardner-Webb","09/08/12","575","Richmond","8","41","Away"
"1092","Gardner-Webb","09/15/12","625","Samford","23","44","Home"
"1092","Gardner-Webb","09/22/12","545","Pittsburgh","10","55","Away"
"1092","Gardner-Webb","10/06/12","355","Liberty","35","42","Away"
"1092","Gardner-Webb","10/13/12","506041","MidAmerica Naz.","30","28","Home"
"1092","Gardner-Webb","10/20/12","683","Stony Brook","10","41","Away"
"1092","Gardner-Webb","10/27/12","741","VMI","38","7","Home"
"1092","Gardner-Webb","11/03/12","149","Coastal Caro.","33","55","Home"
"1092","Gardner-Webb","11/10/12","48","Charleston So.","10","28","Away"
"1092","Gardner-Webb","11/17/12","1320","Presbyterian","21","15","Home"
"1320","Presbyterian","09/01/12","30094","Brevard","45","10","Home"
"1320","Presbyterian","09/08/12","255","Georgia Tech","3","59","Away"
"1320","Presbyterian","09/15/12","736","Vanderbilt","0","58","Away"
"1320","Presbyterian","09/22/12","244","Furman","21","31","Home"
"1320","Presbyterian","09/29/12","173","Davidson","28","13","Away"
"1320","Presbyterian","10/06/12","741","VMI","7","17","Away"
"1320","Presbyterian","10/13/12","355","Liberty","7","56","Home"
"1320","Presbyterian","10/20/12","48","Charleston So.","21","31","Away"
"1320","Presbyterian","10/27/12","683","Stony Brook","17","56","Home"
"1320","Presbyterian","11/10/12","149","Coastal Caro.","7","65","Home"
"1320","Presbyterian","11/17/12","1092","Gardner-Webb","15","21","Away"
"2678","Ark.-Pine Bluff","09/01/12","506054","Langston","17","14","Neutral Site"
"2678","Ark.-Pine Bluff","09/08/12","6","Alabama A&M","10","14","Home"
"2678","Ark.-Pine Bluff","09/15/12","17","Alcorn St.","24","6","Away"
"2678","Ark.-Pine Bluff","09/20/12","7","Alabama St.","24","21","Away"
"2678","Ark.-Pine Bluff","09/29/12","691","Tennessee St.","13","40","Away"
"2678","Ark.-Pine Bluff","10/06/12","314","Jackson St.","34","24","Home"
"2678","Ark.-Pine Bluff","10/20/12","665","Southern U.","50","21","Away"
"2678","Ark.-Pine Bluff","10/27/12","432","Mississippi Val.","10","0","Home"
"2678","Ark.-Pine Bluff","11/03/12","699","Texas Southern","49","3","Away"
"2678","Ark.-Pine Bluff","11/10/12","261","Grambling","24","17","Away"
"2678","Ark.-Pine Bluff","11/17/12","553","Prairie View","42","41","Home"
"2678","Ark.-Pine Bluff","12/08/12","314","Jackson St.","24","21","Neutral Site"
"2915","Wofford","09/01/12","1092","Gardner-Webb","34","7","Away"
"2915","Wofford","09/08/12","357","Lincoln (PA)","82","0","Home"
"2915","Wofford","09/15/12","769","Western Caro.","49","20","Home"
"2915","Wofford","09/29/12","1068","Elon","49","24","Away"
"2915","Wofford","10/06/12","244","Furman","20","17","Home"
"2915","Wofford","10/13/12","253","Ga. Southern","9","17","Away"
"2915","Wofford","10/20/12","27","Appalachian St.","38","28","Away"
"2915","Wofford","10/27/12","141","Citadel","24","21","Home"
"2915","Wofford","11/03/12","625","Samford","17","24","Away"
"2915","Wofford","11/10/12","693","Chattanooga","16","13","Home"
"2915","Wofford","11/17/12","648","South Carolina","7","24","Away"
"2915","Wofford","12/01/12","469","New Hampshire","23","7","Home"
"2915","Wofford","12/08/12","493","North Dakota St.","7","14","Away"
